Pos,Age,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasOff,PasOut,ScaDrib,ScaFld,ScaDef,GcaDrib,GcaDef,Tkl,TouAttPen,DriSucc%,PKwon,PKcon,OG
DF,29,10,800,0.11,0.67,0.22,33.3,0.17,0.5,18.9,0,0,0,40.1,47,760.4,321.7,15.6,16.6,19.9,22.4,4.16,7.3,0,0.11,3.37,0.11,0,3.15,47,0,0.67,0,0.11,0,0,0,1.91,0.67,20,0.11,0,0
FWMF,31,7,211,0,0.87,0.87,100,0,0,16.8,0,0,0,18.3,31.3,315.2,73.5,9.57,13,6.96,10,1.74,3.91,0,0.87,0.87,2.17,0.43,2.61,31.3,0,0,0,0,0,0,0,3.48,3.04,33.3,0,0,0
MF,20,10,365,0.49,2.68,0.98,36.4,0.18,0.5,21,0.24,0,0,37.1,42.9,793.4,205.6,13.7,14.1,12.9,13.7,9.02,13.7,0.24,2.2,2.68,2.2,0.49,3.9,42.9,0,0.98,0.49,0.24,0,0,0,2.2,3.66,50,0,0,0
MF,26,2,34,0,0,0,0,0,0,0,0,0,0,42.5,50,692.5,152.5,17.5,22.5,25,25,0,2.5,0,0,2.5,0,0,2.5,50,0,5,0,0,0,0,0,0,0,100,0,0,0
FW,26,12,947,0.48,2.86,1.05,36.7,0.17,0.45,17,0,0,0,12.5,17.6,206.4,31.7,6.29,8.67,4.95,6.19,0.86,1.33,0.19,0.67,0.95,0.19,0,1.05,17.6,0,0.38,0.48,0.1,0.1,0.1,0.1,2,5.05,46.7,0.1,0,0
GK,28,12,1080,0,0,0,0,0,0,0,0,0,0,26.4,34.8,784.8,467.4,5.17,5.17,10.8,10.9,10,18.2,0,0,0.42,0.08,0,0.08,34.8,0,0.75,0,0,0,0,0,0,0,100,0,0,0
MF,23,6,198,0,0,0,0,0,0,0,0,0,0,58.6,62.7,1161.4,226.4,20.9,20.9,26.4,27.7,10,11.8,0,0.45,7.27,0,0,3.64,62.7,0,0.45,0,0.45,0,0,0,0.45,0,100,0,0,0
DFMF,26,5,54,0,0,0,0,0,0,0,0,0,0,40,46.7,745,153.3,16.7,20,16.7,18.3,6.67,8.33,0,0,1.67,3.33,0,5,46.7,0,1.67,0,0,0,0,0,1.67,1.67,0,0,0,0
FWMF,22,11,945,0.1,2.86,1.05,36.7,0.03,0.09,17.2,0,0,0,25.9,34.2,391.1,84.8,14.8,17.2,9.33,11.4,1.14,2.95,0,1.52,0.95,1.05,0.38,2.57,34.2,0.19,0.76,0.57,0.38,0.19,0,0,1.71,6.86,61,0.19,0,0
MF,25,10,542,0,0.33,0,0,0,0,18.5,0,0,0,25.8,31.8,527.7,129.3,9,10.2,12.7,14.7,4,5.83,0,0.17,1,0.17,0,1.33,31.8,0.5,0.17,0,0,0,0,0,1.33,0.33,100,0,0,0
FW,26,9,601,0.3,2.39,0.75,31.3,0.13,0.4,12.1,0,0,0,18.8,24,271.2,45.8,11.2,13.3,5.82,7.46,0.75,1.04,0.15,1.19,1.49,0.9,0,1.94,24,0,0.3,0,0,0.15,0,0,0.45,4.63,42.9,0,0,0
FWDF,22,3,25,0,0,0,0,0,0,0,0,0,0,23.3,26.7,460,116.7,10,10,6.67,6.67,3.33,6.67,0,0,0,3.33,0,6.67,26.7,0,0,0,0,0,0,0,3.33,0,80,0,0,0
MF,22,11,703,0.38,1.41,0.26,18.2,0.18,1,17.9,0,0.13,0.13,32.4,38.1,494.5,107.6,17.6,19.6,11.4,13.2,2.44,3.46,0,1.41,2.69,0.9,0.13,3.21,38.1,0.64,0.77,0,0,0,0,0,0.9,2.82,66.7,0,0,0
MF,25,7,253,0.36,1.79,0.71,40,0.2,0.5,13.5,0,0,0,76.8,82.5,1221.4,222.1,43.6,46.1,26.4,27.5,5,6.43,0,0.71,6.07,0.36,0,4.29,82.5,0.36,0.36,0,0,0,0,0,0.71,3.21,100,0,0,0
FW,33,10,675,0.53,2.4,1.07,44.4,0.22,0.5,12.9,0,0,0.13,26.7,34.9,441.6,104,14.5,17.7,8.93,11.7,2.67,4.13,0,2.13,2.27,1.33,0.13,3.2,34.9,0.4,0.67,0.27,0.13,0,0,0,0.67,6.93,75,0,0,0
MFFW,25,11,486,0,1.3,0.56,42.9,0,0,19.2,0,0,0,25.9,33.3,490.6,107.2,10.9,13.3,10.6,12.4,3.33,5,0,0.37,3.15,0.74,0.37,2.04,33.3,0.19,0.56,0.19,0.19,0,0,0,1.11,2.04,45.5,0.19,0.19,0
DF,26,8,441,0,0.61,0.2,33.3,0,0,6.6,0,0,0,49.2,56.3,1000.8,282.4,13.7,14.1,29.8,31.6,5.51,9.59,0,0.2,1.63,0.2,0.2,1.63,56.3,0,0.41,0,0,0,0,0,2.45,1.43,66.7,0,0.2,0
FWMF,30,9,460,0,1.76,0.78,44.4,0,0,23.3,0,0,0,28,35.1,471,122.5,14.1,16.7,10.8,12.5,2.16,3.92,0,1.18,1.37,0.78,0.2,2.16,35.1,0,1.18,0,0,0.2,0,0,1.37,2.94,45.5,0,0,0
DF,25,10,847,0,0.43,0,0,0,0,18.8,0.11,0,0,35.2,41.1,786.9,253.9,9.36,10,18,19.6,7.34,10.4,0,0,2.34,0,0,2.23,41.1,0.11,1.06,0,0,0,0,0,1.06,0.43,60,0,0,0
DF,22,8,294,0,1.21,0,0,0,0,19.1,0,0,0,42.7,52.1,740.9,283.6,22.4,23.9,15.2,18.5,4.85,8.79,0,0.3,2.73,1.52,0.91,3.33,52.1,0.61,0.3,0,0,0,0,0,3.33,3.03,0,0,0,0
GK,24,11,990,0,0,0,0,0,0,0,0,0,0,23.3,34.5,689.7,405,4.45,4.55,11.2,11.4,7.45,18.2,0,0,0.73,0,0,0,34.5,0.18,1.64,0,0,0,0,0,0,0,0,0,0,0
FW,22,10,714,0.25,0.89,0.51,57.1,0.29,0.5,15.2,0,0,0,30.8,36.8,425.9,104.4,21.6,24.4,7.72,9.24,0.89,1.27,0.13,1.77,1.01,1.39,0,3.04,36.8,0,0.51,0.38,0,0,0.25,0,0.51,5.57,50,0,0,0
DF,31,10,589,0,0.46,0,0,0,0,22.4,0,0,0,50.6,57.7,1012.2,320,20,21.1,22.5,24.3,8,11.2,0.15,0.77,3.69,0.31,0.15,3.38,57.7,0.31,0.31,0.15,0.15,0.15,0,0,2,1.23,77.8,0.15,0,0
FWMF,26,10,693,0.65,4.68,2.21,47.2,0.14,0.29,18.2,0.26,0,0,40.9,48.4,574.4,150.6,24.7,27.5,12.7,15.3,1.69,2.86,0.26,2.34,2.73,3.12,0,6.49,48.4,0.13,1.17,0.52,0,0.13,0,0,0.91,6.49,67.7,0,0,0
FW,31,7,246,0,3.7,0.74,20,0,0,21.2,0.37,0,0,20.4,27,307.4,62.6,8.89,10,8.52,10.7,1.11,2.59,0,0.74,1.11,0.37,0,0.74,27,0.37,1.11,0.37,1.11,0.37,0,0.37,0.37,4.44,42.9,0.74,0,0
MF,27,7,551,0.16,1.15,0.82,71.4,0.14,0.2,18.8,0,0,0,67,75.6,1444.4,303.1,23.3,26.4,29,31.6,13.4,15.4,0,0.98,8.03,0.66,0,6.56,75.6,0,0.33,0,0,0,0,0,2.95,0.82,66.7,0,0,0
FW,30,8,311,0,2.29,0.86,37.5,0,0,21.6,0,0,0,26,33.7,485.7,104.6,12.9,15.7,8.57,11.1,4,5.14,0.29,1.43,1.43,1.14,0.57,2.29,33.7,0,0,0,0,0,0,0,0.29,3.43,40,0,0,0
FWMF,30,9,291,0,0.94,0,0,0,0,14.2,0,0,0,34.7,41.9,531.9,140.6,19.4,21.3,11.6,13.1,2.81,4.38,0,2.5,1.88,1.56,0,2.5,41.9,0,0.63,0,0.31,0,0,0,0.94,4.38,50,0,0,0
MFFW,22,12,814,0.33,2,0.67,33.3,0.17,0.5,20,0.11,0,0,39.2,48.6,683.6,165.3,20.4,23.1,13.1,15.3,4.89,8.11,0.22,1.67,3.22,2.11,0.22,4.89,48.6,0.33,0.44,0,0.22,0,0,0,1.56,2.78,36.8,0,0,0
MF,20,1,4,0,0,0,0,0,0,0,0,0,0,2,2,27,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0
DF,23,5,198,0,0,0,0,0,0,0,0,0,0,40.5,45.5,846.8,259.1,12.7,13.6,20.5,20.9,6.82,9.09,0,0,3.18,0,0,2.73,45.5,0.45,0,0,0,0,0,0,0.91,0,0,0,0,0
FW,21,10,651,0.14,2.5,0.83,33.3,0.06,0.17,16.1,0,0,0,15.1,20.3,226.8,36.3,9.44,11,4.58,6.94,0.83,1.25,0,0.69,0.69,0.56,0.28,0.83,20.3,0,0.28,0.14,0.14,0,0,0,0.97,3.89,40,0,0,0
MF,30,9,775,0.35,1.86,0.58,31.3,0.13,0.4,27.7,0.47,0.12,0.12,46.2,63.1,977.1,375.6,19,20.8,15.2,19.3,11,20.8,0.12,2.91,5.81,1.98,0.35,7.09,63.1,0.35,1.74,0.35,0.12,0.12,0,0,2.21,0.7,72,0,0,0
DF,31,7,615,0,0,0,0,0,0,0,0,0,0,34.7,40.7,758.5,262.9,9.26,9.85,17.8,19.9,7.5,10.3,0,0,1.32,0,0,1.91,40.7,0.59,0.74,0,0,0.15,0,0,1.47,0.15,100,0,0,0
DF,19,11,951,0,0.38,0.19,50,0,0,13.4,0,0,0,38.7,48,667.6,177.2,19.6,21.8,15.1,17.3,3.77,6.98,0,0.57,1.23,0.75,0.47,2.36,48,0,0.66,0.09,0.09,0,0,0,0.94,1.32,42.9,0,0,0
DFMF,18,8,458,0.2,0.78,0.59,75,0.25,0.33,12.3,0,0,0,35.1,47.1,712.7,347.6,14.5,17.8,15.3,17.8,4.9,10.4,0,0,3.73,0.78,0.2,2.94,47.1,0.39,1.37,0.2,0,0,0,0,2.94,0.78,100,0,0,0
FW,23,9,491,0.36,3.27,1.09,33.3,0.11,0.33,16,0.18,0,0,11.6,17.5,214.2,33.3,5.27,6.55,3.82,6.73,1.82,2.18,0,1.27,0.73,0.55,0,1.27,17.5,0.18,0.73,0,0,0,0,0,0.36,5.45,100,0,0,0
FW,20,5,122,0.71,2.14,0.71,33.3,0.33,1,15.4,0,0,0,12.9,23.6,194.3,73.6,7.14,10.7,3.57,7.14,1.43,2.14,0,0,1.43,0.71,0,2.86,23.6,0,1.43,0,0,0,0,0,2.86,6.43,16.7,0,0,0
MF,23,10,644,0,0.69,0.14,20,0,0,22.5,0,0,0,21.3,28.3,360.8,75.8,9.17,11.8,10,11.8,1.25,2.92,0,0.28,2.22,0.28,0.14,2.08,28.3,0,0.69,0,0.14,0,0,0,2.36,2.08,31.8,0,0,0
DF,30,11,981,0.09,1.38,0.55,40,0.07,0.17,17.7,0.09,0,0,38.6,49.9,869.3,331.5,12.6,14.1,18.4,21.6,7.52,13.8,0,0.37,4.31,0.46,0,3.39,49.9,0,0.73,0.09,0,0,0,0,1.01,2.11,100,0,0,0
FW,19,1,33,0,0,0,0,0,0,0,0,0,0,10,17.5,102.5,7.5,7.5,12.5,2.5,5,0,0,0,2.5,0,0,0,0,17.5,0,2.5,0,0,0,0,0,0,0,100,0,0,0
FW,26,10,832,0.22,3.04,1.3,42.9,0.07,0.17,13,0.11,0,0,16.2,22.8,228,36,10.1,13,5.11,7.5,0.54,1.3,0,0.76,0.33,0.65,0,0.76,22.8,0,0.33,0.11,0.22,0,0,0,0.22,4.67,66.7,0,0,0
DFMF,29,10,380,0,0,0,0,0,0,0,0,0,0,30.5,46,615.2,300,11.4,15,13.8,17.9,4.52,10.2,0,0.71,2.38,1.19,0.24,4.76,46,0.24,1.9,0,0,0,0,0,2.62,1.43,25,0,0,0
MF,25,7,468,0,0.38,0,0,0,0,25,0,0,0,47.9,55.4,967.5,243.3,17.7,19.2,23.3,25.4,6.92,10.2,0,0,5.77,0,0,3.27,55.4,0.19,0.77,0,0,0.19,0,0,1.92,0,100,0,0,0
DF,25,2,14,0,0,0,0,0,0,0,0,0,0,15,15,290,50,5,5,10,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DF,22,11,955,0,0.28,0.09,33.3,0,0,15.3,0,0,0,62.4,72.3,1412.2,475.9,18.6,20.1,29.8,32.2,13.7,19,0.19,0.38,5.38,0.47,0,5.66,72.3,0,1.42,0,0,0,0,0,2.64,0.85,62.5,0,0,0
MF,29,11,824,0,0.98,0.22,22.2,0,0,18,0,0,0,25.8,33.4,510.2,109.7,9.13,11.2,12.9,15.3,3.37,4.89,0,0.54,1.96,0.54,0.11,2.07,33.4,0,0.98,0.11,0.11,0,0,0,2.5,1.09,63.6,0,0,0
GK,35,10,900,0,0,0,0,0,0,0,0,0,0,23,30.4,662.6,418.7,5.1,5.1,9.6,9.6,8.1,15.5,0,0,0.3,0,0,0,30.4,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0
MF,22,10,638,0,0.99,0,0,0,0,24.4,0,0,0,34.1,44.9,555.6,177.6,17.7,22.1,12.4,14.9,2.96,5.35,0.14,1.41,4.08,1.55,0.28,5.07,44.9,0.42,0.7,0.42,0.14,0,0,0,1.69,2.11,52.9,0,0,0
MF,24,6,195,0.45,2.73,1.36,50,0.17,0.33,17.4,0.45,0,0,35.5,46.8,710.9,200.5,15.5,19.1,12.3,16.4,6.36,8.18,0,0.45,4.09,1.82,0,7.27,46.8,0,0.45,0,0,0,0,0,1.36,3.18,75,0,0,0
DF,27,10,743,0,0.36,0,0,0,0,16,0,0,0,37.8,58.6,733.6,351.1,11.9,14.8,20.7,28.1,4.7,12.7,0,0.72,3.37,2.05,0.84,5.42,58.6,0.48,1.33,0,0.12,0,0,0,3.01,1.45,40,0,0,0.24
MF,25,9,759,0,0.24,0,0,0,0,25.1,0,0,0,34.9,41.4,668.5,187.9,12.6,14.2,17.5,20.1,4.4,5.95,0,0.6,3.81,0.12,0,3.69,41.4,0.12,0.6,0,0,0,0,0,1.43,0.48,66.7,0,0,0.12
DF,22,7,519,0,0.17,0,0,0,0,11.4,0,0,0,35,40,797.1,177.2,8.79,9.66,17.9,19.5,7.93,10,0,0,0.86,0,0,1.03,40,0,0.69,0,0,0,0,0,2.59,0.17,100,0,0,0
GK,27,11,990,0,0,0,0,0,0,0,0,0,0,33,40.9,913,455.2,4.55,4.64,18.5,18.6,10,17.5,0,0,0.45,0.09,0,0,40.9,0,0.64,0,0,0,0,0,0,0,0,0,0,0
GK,30,11,990,0,0.09,0,0,0,0,6.3,0,0,0,20.5,32.6,776.9,570.3,3.36,3.36,6.91,6.91,10.2,22.4,0,0.18,1.36,0.09,0,0,32.6,0.09,0.73,0,0,0,0,0,0,0.09,0,0,0,0
FWMF,21,4,209,0,2.17,0.87,40,0,0,17.5,0,0,0,18.7,27.4,278.3,57.4,10.4,11.7,8.26,11.3,0,2.17,0,0.43,1.74,0.43,0,1.74,27.4,0,0.87,0,0,0,0,0,1.74,3.48,87.5,0,0,0
DF,25,1,21,0,0,0,0,0,0,0,0,0,0,40,45,630,170,20,25,10,10,5,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
MF,27,5,56,0,1.67,0,0,0,0,27,0,0,0,73.3,85,1285,233.3,30,33.3,35,40,6.67,8.33,1.67,3.33,1.67,3.33,0,5,85,0,1.67,0,0,0,0,0,1.67,1.67,50,0,0,0
DF,22,12,1033,0,0.35,0.09,25,0,0,28,0,0,0,44.9,50.2,806.4,212.1,19,20,19.9,21.7,5.13,7.3,0,0.43,1.91,0.87,0.52,2,50.2,0.09,0.78,0,0.17,0.09,0,0,2.17,0.17,81.3,0,0,0
FW,27,9,133,0,1.33,1.33,100,0,0,22.5,0,0,0,12.7,19.3,156.7,44.7,8,12,3.33,4.67,0,0,0.67,2,2,0,0,2,19.3,0,0.67,0,0.67,0,0,0,1.33,4,50,0,0,0
GK,30,12,1080,0,0,0,0,0,0,0,0,0,0,19.6,29.2,555.4,362.5,5.33,5.33,7.33,7.42,6.83,16.3,0,0,0.67,0,0,0.08,29.2,0.08,0.58,0,0,0,0,0,0,0,0,0,0,0
DF,28,10,474,0,0.19,0,0,0,0,23.3,0,0,0,37.9,45.3,646.4,189.6,19.1,20.8,14.9,17.5,3.4,5.28,0,0.75,2.64,0.94,0.38,2.83,45.3,0.19,0.57,0,0,0,0,0,3.58,1.32,40,0,0,0
DF,21,1,9,0,0,0,0,0,0,0,0,0,0,40,50,740,470,10,10,20,20,10,20,0,0,0,10,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0
DF,25,8,582,0,0.15,0,0,0,0,7,0,0,0,34.2,42.6,763.2,334.3,9.38,10.9,16.8,19.2,7.38,11.7,0,0.31,2.31,0.15,0,1.54,42.6,0.62,0.77,0,0,0,0,0,2.15,0.77,100,0,0,0
MF,27,11,782,0.23,1.26,0.57,45.5,0.18,0.4,24.2,0.23,0,0,60.2,70.6,1252.9,385.4,23.3,25.4,25.2,27.4,10.9,15.7,0,1.61,7.59,1.26,0.23,7.13,70.6,0,0.8,0,0.11,0.23,0,0,2.99,0.46,36.4,0,0,0
MF,25,8,266,0,0.33,0,0,0,0,34,0,0,0,18.3,22.3,391.7,98,6.67,8,6.67,7.67,4.67,6,0,1.33,1.67,0,0,1.67,22.3,0,0,0,0,0.67,0,0,2.67,0.33,50,0,0,0
GK,31,11,990,0,0,0,0,0,0,0,0,0,0,24.8,35,701.4,430.7,5.45,5.45,9.82,9.82,9.18,19.3,0,0,0.27,0,0,0,35,0.18,1.09,0,0,0,0,0,0,0,0,0,0,0
MF,25,10,766,0.35,1.06,0.47,44.4,0.33,0.75,18.4,0,0,0,21.1,28.2,427.5,104.5,8.35,10,7.41,9.41,4.47,6.71,0,0.94,2.59,0.59,0,3.41,28.2,0.12,0.82,0.12,0.12,0.12,0,0,1.53,1.65,61.9,0,0,0
DF,25,7,516,0.18,1.05,0.18,16.7,0.17,1,16,0,0,0,18.9,27.5,366.8,152.1,7.19,8.6,9.12,12.5,2.63,5.44,0.18,0.88,1.58,1.23,0.53,2.63,27.5,0,1.58,0.18,0,0.18,0,0.18,2.81,0.88,83.3,0,0,0
DF,22,10,512,0.18,2.28,0.88,38.5,0.08,0.2,14,0,0,0,31.4,42.8,536.3,158.4,16.3,19.1,12.1,16.3,2.63,5.26,0,0.35,0.88,0.88,0.35,2.63,42.8,0,1.05,0,0,0.18,0,0,2.63,3.51,40,0,0,0
DFMF,29,6,201,0,2.27,1.36,60,0,0,17.5,0,0,0,35.5,43.6,595.5,131.4,17.7,19.5,16.4,18.2,1.36,3.18,0,2.73,1.82,1.36,0,3.18,43.6,0,0,0.91,0,0,0,0,1.36,8.18,38.5,0,0,0
DF,27,7,539,0,0.5,0.33,66.7,0,0,15.8,0,0,0,63.7,74.7,999,409.7,34.3,37,23.3,27.2,4.17,7.67,0.17,1.5,5,1.17,0.17,5,74.7,0.83,0.5,0,0.17,0.17,0,0,1.83,1.17,0,0,0,0
MF,30,1,2,0,0,0,0,0,0,0,0,0,0,1,3,41,29,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FW,27,4,46,0,6,2,33.3,0,0,17.7,0,0,0,28,32,464,68,18,22,8,8,2,2,0,0,0,0,0,2,32,0,0,2,0,0,0,0,0,6,66.7,0,0,0
DF,20,11,973,0,0.46,0,0,0,0,16.2,0,0,0,30.6,43.9,643.6,288.4,10.8,14.2,12.2,16.8,6.85,10.8,0.19,0.46,2.78,0.19,0.19,3.06,43.9,0.09,0.93,0.09,0.09,0,0.09,0,1.48,0.93,60,0,0,0
FW,26,11,549,0.16,3.11,1.15,36.8,0.05,0.14,12.1,0,0,0,19.3,25.9,279.3,50.2,11.6,14.9,5.9,7.38,0.82,1.31,0,1.48,0.66,0.66,0,1.97,25.9,0,0.33,0.16,0.16,0,0,0,0.49,7.87,47.8,0,0,0
MFFW,28,11,798,0.22,1.24,0.34,27.3,0.18,0.67,16.7,0,0,0,51.2,57.9,955.2,152.5,22.2,24.3,22.2,24,6.07,7.98,0.56,1.69,2.47,1.35,0.22,3.26,57.9,0.11,0.45,0.34,0.22,0,0,0,2.13,4.61,70.6,0.11,0,0
DF,25,10,869,0.1,0.72,0.52,71.4,0.14,0.2,24,0.21,0,0,41.8,55.5,746.5,316.4,19.7,22.1,16.8,20.8,4.64,10.9,0.52,2.06,3.3,1.34,0.31,5.36,55.5,0.31,0.72,0,0,0,0,0,2.27,1.65,75,0,0,0.1
MF,36,11,756,0,1.07,0.6,55.6,0,0,14.3,0,0,0,42,49.8,690.4,150.5,22.3,24.3,14.2,16.7,4.17,5.83,0,1.31,3.21,2.5,0.24,5.24,49.8,0.12,0.95,0,0.12,0,0,0,1.55,3.33,50,0,0,0
GK,28,10,900,0,0,0,0,0,0,0,0,0,0,20.1,28.9,673.5,441,2.9,3,8.2,8.4,8.9,17.4,0,0,0.4,0,0,0,28.9,0.1,1.3,0,0,0,0,0,0,0,0,0,0,0
DF,38,9,810,0,0.44,0,0,0,0,15.9,0,0,0,68.4,75.7,1536.1,500.4,17.7,18.9,37.7,39.4,12.8,16.7,0.22,0.22,4.11,0.67,0,3.78,75.7,0.11,1,0,0,0,0,0,2,0.33,100,0,0,0
GK,31,11,990,0,0,0,0,0,0,0,0,0,0,20.7,27.5,647.8,405.7,3.09,3.09,10,10,7.45,14.3,0,0,0.18,0,0,0,27.5,0,1.09,0,0,0,0,0,0,0,100,0,0,0
FW,21,9,418,0,1.3,0.43,33.3,0,0,12.4,0,0,0,14.8,18,175.9,32.2,7.83,9.57,3.48,4.35,0.43,0.43,0,1.09,0.87,0.43,0.22,0.43,18,0,0.22,0,0.65,0,0,0,0.43,3.7,25,0,0,0
DF,22,8,534,0,0.68,0.17,25,0,0,7,0,0,0,64.2,76.6,1207.1,406.9,24.2,26.3,33.4,36.9,6.1,10.7,0.17,0.34,5.59,0.68,0.17,5.25,76.6,0.17,1.19,0,0.17,0,0,0,1.19,1.02,35.7,0,0,0
FW,27,6,131,1.33,1.33,1.33,100,1,1,7.1,0,0,0,16,22,290,72.7,6,8.67,5.33,7.33,2.67,2.67,0,2,2.67,1.33,0.67,2,22,0,0.67,0,0,0,0,0,2.67,5.33,50,0,0,0
DF,20,1,3,0,0,0,0,0,0,0,0,0,0,2,2,43,12,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
FWMF,27,10,834,0.43,1.4,0.43,30.8,0.23,0.75,15.9,0.11,0.11,0.11,16,24,281.1,71,8.71,10.4,5.7,8.39,1.51,4.19,0.22,1.94,0.54,1.18,0.86,0.97,24,0.11,1.18,0.32,0.11,0,0,0,0.65,4.09,43.3,0,0,0
GK,25,11,990,0,0,0,0,0,0,0,0,0,0,24.7,32.1,678.3,421.8,4.45,4.55,13.3,13.5,7,14.1,0,0,0.45,0,0,0.09,32.1,0.09,0.91,0,0,0,0,0,0,0,0,0,0,0
MFFW,22,11,632,0,2.43,0.14,5.9,0,0,16.4,0,0,0,21.7,28.4,341,99.1,11.7,13.9,7.29,9.29,1.71,3,0.14,0.86,1.14,1.43,0.43,2.43,28.4,0,0.29,0.14,0.43,0,0,0,1.71,4.57,58.3,0,0,0
DF,21,7,427,0,1.49,0,0,0,0,10.8,0,0,0,36.2,47.4,712.1,206.4,13,15.3,17.2,21.9,5.53,9.36,0,0.85,1.49,1.06,0.43,3.83,47.4,0.43,0.85,0.21,0,0,0,0,1.06,3.19,44.4,0,0,0
FWMF,23,9,453,0.4,2,0.6,30,0.2,0.67,18.5,0,0,0,32.8,38.8,512.8,138.8,17.2,19.2,9.8,11.2,3.4,4.2,0,0.8,2.4,1.4,0.2,4.4,38.8,0,0.4,0.2,0.2,0,0.2,0,2.8,3.2,80,0,0.2,0
DF,27,3,109,0,1.67,0,0,0,0,19.9,0,0,0,30,36.7,534.2,146.7,15,15.8,10.8,13.3,3.33,6.67,0.83,0.83,2.5,0,0,1.67,36.7,0,0.83,0,0,0,0,0,0.83,1.67,50,0,0,0
GK,34,1,90,0,0,0,0,0,0,0,0,0,0,29,39,513,302,13,13,13,13,2,12,0,0,1,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0
DF,20,2,17,0,0,0,0,0,0,0,0,0,0,20,35,340,230,5,5,15,20,0,5,0,0,5,0,0,5,35,0,0,0,0,0,0,0,10,0,0,0,0,0
MF,24,5,225,0,1.6,0.4,25,0,0,14.8,0,0,0,32,40.4,499.6,98.4,16.4,18.4,10.8,12.8,2.4,4.4,0,1.2,1.2,0.8,0.4,1.6,40.4,0,0.4,0,0,0,0,0,1.6,4,0,0,0,0
MF,33,6,435,0.21,0.63,0.21,33.3,0.33,1,6.7,0,0,0,23.3,30,406.3,88.8,11.7,14.2,9.38,11.7,2.08,3.33,0,0.42,3.33,0.42,0.21,2.71,30,0,0.63,0,0,0.21,0,0.21,1.67,0.83,75,0,0,0
DFMF,26,2,37,0,10,5,50,0,0,21.8,0,0,0,47.5,75,840,200,12.5,15,35,42.5,0,12.5,0,2.5,0,5,0,5,75,0,2.5,0,0,0,0,0,2.5,15,50,0,0,0
MF,27,11,990,0,1.09,0.09,8.3,0,0,16.1,0,0,0,46.5,52.3,928.3,236.9,15.9,18,23,25,6.82,8.09,0,1,3.64,0.36,0,4.36,52.3,0.27,0.36,0,0,0.09,0,0,2.73,1.91,81.8,0,0,0
MF,22,5,85,0,0,0,0,0,0,0,0,0,0,24.4,32.2,401.1,70,14.4,15.6,7.78,8.89,2.22,4.44,0,3.33,2.22,1.11,1.11,2.22,32.2,0,0,0,0,0,0,0,2.22,0,0,0,0,0
DF,22,2,99,0,0.91,0,0,0,0,41.2,0,0,0,83.6,102.7,2057.3,447.3,16.4,18.2,41.8,50,23.6,31.8,0,0,5.45,0,0,5.45,102.7,0,1.82,0,0,0,0,0,1.82,0.91,0,0,0,0
GK,31,11,990,0,0,0,0,0,0,0,0,0,0,26,33.8,686.9,379.5,5.73,5.82,9.55,9.73,8.73,16.3,0,0,0,0,0,0,33.8,0.18,1,0,0,0,0,0,0.09,0,0,0,0,0
DF,26,10,652,0.42,2.78,0.83,30,0.05,0.17,22.1,0.28,0.28,0.28,39.4,53.1,752.6,271.3,16.1,18.3,17.8,22.4,5.28,10.7,0.14,1.53,2.08,1.67,0.56,4.44,53.1,0.14,0.97,0.14,0,0,0,0,0.83,3.75,36.4,0,0,0
DF,27,11,929,0,0.58,0.19,33.3,0,0,11,0,0,0,64.6,69.7,1335.6,398.3,19.4,21,35,36.8,9.61,10.9,0,0.29,3.01,0.1,0,2.33,69.7,0.1,0.29,0,0,0.1,0,0,1.46,0.68,100,0,0,0.1
FW,34,9,675,0.13,1.47,0.27,18.2,0.09,0.5,12.7,0,0,0.13,26,34.8,404.1,68.4,14.3,17.9,9.07,11.9,1.87,2.93,0.13,0.67,1.87,0.27,0,1.6,34.8,0,0.67,0.13,0,0,0,0,0.4,4.4,50,0,0,0
DF,32,11,963,0.28,0.75,0.28,37.5,0.38,1,6.7,0,0,0,30.4,33.8,649.3,184.3,7.01,7.66,18.2,19.6,4.58,5.7,0,0.09,0.65,0.09,0,0.84,33.8,0,0.28,0,0,0,0,0,0.84,0.75,100,0,0,0
DF,31,11,945,0,0.29,0.1,33.3,0,0,11.9,0,0,0,33,41.7,628.9,265,13.9,14.8,14.8,17.5,4,7.81,0,0.38,2.76,1.05,0.57,2.29,41.7,0,0.29,0,0,0,0,0,2.1,0.48,50,0,0,0
